date_time,eth_only,btc_only,invest_50_50,invest_60_40,invest_80_20,invest_day
2021-10-26,295632.92,157700.06,226666.49,240459.77,268046.34,1030
2021-10-27,280782.83,152780.82,216781.82,229582.02,255182.43,1031
2021-10-28,306852.24,158364.0,232608.12,247456.94,277154.59,1032
2021-10-29,316018.6,162768.15,239393.37,254718.42,285368.51,1033
2021-10-30,309457.6,161763.7,235610.65,250380.04,279918.82,1034
2021-10-31,306988.19,160329.53,233658.86,248324.73,277656.46,1035
2021-11-01,309330.23,159299.39,234314.81,249317.9,279324.06,1036
2021-11-02,328802.15,165355.09,247078.62,263423.32,296112.73,1037
2021-11-03,329593.56,164489.72,247041.64,263552.02,296572.79,1038
2021-11-04,324661.9,160593.03,242627.46,259034.35,291848.12,1039
2021-11-05,320534.53,159447.35,239990.94,256099.65,288317.09,1040
2021-11-06,323660.82,160840.83,242250.83,258532.83,291096.82,1041
2021-11-07,330377.1,165442.62,247909.86,264403.31,297390.21,1042
2021-11-08,344322.0,176563.18,260442.59,277218.48,310770.24,1043
2021-11-09,338575.31,174968.4,256771.86,273132.55,305853.93,1044
2021-11-10,331464.76,169656.31,250560.53,266741.38,299103.07,1045
2021-11-11,337879.79,169382.9,253631.34,270481.03,304180.41,1046
2021-11-12,333977.82,167658.71,250818.27,267450.18,300714.0,1047
2021-11-13,332339.18,168317.63,250328.41,266730.56,299534.87,1048
2021-11-14,331093.38,171205.72,251149.55,267138.32,299115.85,1049
2021-11-15,326659.03,166242.62,246450.83,262492.47,294575.75,1050
2021-11-16,301216.46,157099.87,229158.16,243569.82,272393.14,1051
2021-11-17,306933.81,157736.36,232335.09,247254.83,277094.32,1052
2021-11-18,286077.28,148710.17,217393.73,231130.44,258603.86,1053
2021-11-19,307660.11,151909.67,229784.89,245359.93,276510.02,1054
2021-11-20,316042.22,156192.36,236117.29,252102.28,284072.25,1055
2021-11-21,305044.01,153344.69,229194.35,244364.28,274704.14,1056
2021-11-22,292605.37,147097.07,219851.22,234402.05,263503.71,1057
2021-11-23,310670.48,150458.3,230564.39,246585.61,278628.05,1058
2021-11-24,305598.57,149401.9,227500.23,243119.9,274359.23,1059
2021-11-25,323854.74,154178.25,239016.5,255984.14,289919.44,1060
2021-11-26,289350.27,140502.52,214926.4,229811.17,259580.72,1061
2021-11-27,293260.11,143119.76,218189.93,233203.97,263232.04,1062
2021-11-28,307576.39,149805.73,228691.06,244468.12,276022.25,1063
2021-11-29,318384.26,151167.14,234775.7,251497.41,284940.83,1064
2021-11-30,331328.09,148945.32,240136.7,258374.98,294851.53,1065
2021-12-01,328225.4,149568.75,238897.08,256762.74,292494.07,1066
2021-12-02,323047.58,147726.04,235386.81,252918.97,287983.28,1067
2021-12-03,301887.66,140189.85,221038.76,237208.54,269548.1,1068
2021-12-04,295036.14,128697.94,211867.04,228500.86,261768.5,1069
2021-12-05,300767.08,129333.32,215050.2,232193.58,266480.33,1070
2021-12-06,311637.21,131965.97,221801.59,239768.71,275702.96,1071
2021-12-07,308421.47,132380.49,220400.98,238005.08,273213.27,1072
2021-12-08,317746.69,132039.62,224893.16,243463.86,280605.28,1073
2021-12-09,293814.67,124326.15,209070.41,226019.26,259916.97,1074
2021-12-10,279098.39,123287.26,201192.83,216773.94,247936.16,1075
2021-12-11,292579.61,129133.45,210856.53,227201.14,259890.38,1076
2021-12-12,295736.67,130915.66,213326.17,229808.27,262772.47,1077
2021-12-13,270755.64,122129.3,196442.47,211305.1,241030.37,1078
2021-12-14,276260.47,126414.44,201337.45,216322.06,246291.26,1079
2021-12-15,287766.01,127766.6,207766.31,223766.25,255766.13,1080
2021-12-16,283168.52,124498.11,203833.31,219700.35,251434.43,1081
2021-12-17,277353.85,120662.03,199007.94,214677.12,246015.48,1082
2021-12-18,283500.54,122473.17,202986.85,219089.59,251295.06,1083
2021-12-19,280915.21,122022.92,201469.06,217358.29,249136.75,1084
2021-12-20,282372.81,122647.26,202510.04,218482.59,250427.7,1085
2021-12-21,287449.73,127844.8,207647.27,223607.76,255528.75,1086
2021-12-22,284874.42,127044.82,205959.62,221742.58,253308.5,1087
2021-12-23,294316.99,132882.57,213599.78,229743.22,262030.11,1088
2021-12-24,289778.18,132906.56,211342.37,227029.53,258403.85,1089
2021-12-25,293197.14,131800.82,212498.98,228638.61,260917.87,1090
2021-12-26,290941.68,132776.95,211859.32,227675.79,259308.74,1091
2021-12-27,288990.34,132557.36,210773.85,226417.15,257703.74,1092
2021-12-28,271461.18,124273.02,197867.1,212585.92,242023.55,1093
2021-12-29,259791.77,121458.51,190625.14,204458.47,232125.12,1094
2021-12-30,265475.49,123159.56,194317.53,208549.12,237012.31,1095
2021-12-31,263026.83,120778.97,191902.9,206127.69,234577.26,1096
